contracts,employment_type,level_of_exp,location,optional_skills,os,required_skills,ua_support
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['PySpark', 'Python', 'SQL', 'SciPy ecosystem', 'TensorFlow', 'GCP/AWS', 'Hadoop', 'PyTorch']",False
['full-time'],['hybrid work'],['manager'],Warszawa,['.NET'],,"['Helm', 'Kubernetes', 'Python', 'Microsoft Azure', 'Bash', 'Windows Server']",False
['full-time'],['home office work'],['junior'],Warszawa,"['Jenkins', 'Palo Alto', 'GitLab']",['Linux'],"['Cloud Formation', 'Go', 'Bicep', 'Python', 'Linux', 'Ansible', 'Terraform']",False
['full-time'],['full office work'],['mid'],Kraków,['Windows'],,"['Vue.js', 'Git', 'Docker', 'HTML', 'Python', 'React.js', 'Java', 'CSS']",False
['full-time'],['home office work'],['mid'],Warszawa,"['Apache Spark', 'Snowflake Data Cloud', 'Looker', 'Power BI', 'Tableau']",,"['Big Data', 'Python', 'AWS', 'SQL', 'Azure DevOps', 'Google Cloud Platform']",False
['full-time'],"['home office work', 'hybrid work']",['mid'],Wrocław,['Grafana'],,"['Python', 'Azure DevOps', 'Terraform', 'Kubernetes', 'Bash', 'Linux', 'CentOS', 'Ubuntu']",False
['full-time'],['hybrid work'],['mid'],Kraków,,,"['Python', 'JavaScript', 'Google Cloud Platform']",False
['full-time'],"['home office work', 'hybrid work']",['mid'],Warszawa,,,"['Python', 'SQL', 'Microsoft Excel', 'Tableau']",False
['full-time'],['home office work'],['mid'],Lublin,,,"['Python', 'AWS Cloud Services', 'Tableau']",False
['full-time'],['home office work'],['mid'],Kraków,,,"['Git', 'PowerBI', 'Python', 'SQL', 'R']",True
['full-time'],['home office work'],['mid'],Wrocław,['Git'],,"['Python', 'SQL', 'Microsoft Power BI']",False
['full-time'],['hybrid work'],['mid'],Warszawa,['Windows'],,"['Python', 'AWS', 'Azure', 'Google Cloud']",False
['full-time'],"['home office work', 'hybrid work', 'full office work']","['mid', 'senior']",Łódź,"['JavaScript', 'Node.js']","['Windows', 'Linux']","['Pandas', 'TensorFlow', 'Python', 'SQL', 'PostgreSQL']",False
['full-time'],"['home office work', 'hybrid work']","['mid', 'senior']",Warszawa,"['DevOps', 'Grafana', 'OpenShift', 'Terragrunt', 'Prometheus', 'Istio', 'Kubernetes', 'AWS', 'ELK stack', 'ArgoCD']",['Linux'],"['Jenkins', 'GitOps', 'Python', 'Terraform', 'PowerShell', 'AWS', 'GitLab CI/CD', 'Bash']",False
['full-time'],['hybrid work'],['mid'],Warszawa,"['Confluence', 'Jira', 'Docker', 'Git']",,"['Spring Boot', 'Spring Data', 'Java', 'Python', 'AWS', 'Project Reactor']",False
['full-time'],['full office work'],['mid'],Kraków,,,"['SAN', 'Perl', 'Python', 'VMWare', 'Shell', 'MariaDB', 'Debian', 'RedHat', 'CentOS', 'MySQL']",False
['full-time'],['hybrid work'],['lead'],Kraków,,,"['VBA', 'SAS', 'Python', 'Matlab', 'R', 'C++']",True
['full-time'],['hybrid work'],['mid'],Kraków,['Windows'],,"['Python', 'Spark', 'Scala', 'Google Cloud Platform']",True
['full-time'],['hybrid work'],"['mid', 'senior']",Gdańsk,"['Linux', 'Windows']",,"['Kubernetes', 'Python', 'AWS', 'Linux', 'Azure DevOps']",True
['full-time'],"['home office work', 'hybrid work']",['senior'],Warszawa,,,"['TenserFlow', 'GenAI', 'Python', 'LangChain', 'PyTorch', 'LLM']",False
['full-time'],['home office work'],['mid'],Warszawa,,,"['Kafka', 'Scala', 'Java', 'Python', 'Hadoop', 'Ansible']",True
['full-time'],['home office work'],['senior'],Kraków,,,"['Kafka', 'Python', 'Snowflake Data Cloud', 'SQL', 'AWS']",False
['full-time'],"['home office work', 'hybrid work']",['mid'],Warszawa,['Windows'],,"['PHP', 'JavaScript', 'Java', 'Python', 'SQL', 'C++']",False
['full-time'],['hybrid work'],"['junior', 'mid']",Gdańsk,['Linux'],,"['Kafka', 'Docker', 'Kubernetes', 'Python', 'Linux', 'Hadoop']",False
['full-time'],['hybrid work'],['mid'],Łódź,"['Linux', 'Windows']",,"['Jenkins', 'Docker', 'VMware', 'Git', 'Ansible', 'Python', 'Bash']",True
['full-time'],['hybrid work'],['mid'],Warszawa,"['Linux', 'Windows']",,"['Debian', 'C', 'Python', 'C++', 'JavaScript', 'Rust']",False
['full-time'],['hybrid work'],['expert'],Warszawa,,,"['PowerPoint', 'Python', 'SQL', 'R', 'Microsoft Excel']",False
['full-time'],"['home office work', 'hybrid work']","['mid', 'senior']",Warszawa,['Linux'],,"['Shell', 'Git', 'C++', 'Python', 'GitHub', 'Linux', 'C']",False
['full-time'],['home office work'],['senior'],Wrocław,['Windows'],,"['TypeScript', 'Python', 'Django', 'React.js', 'PostgreSQL']",True
['full-time'],['hybrid work'],['mid'],Kraków,,,"['VBA', 'Python', 'Matlab', 'R', 'C++']",True
['full-time'],['hybrid work'],['senior'],Kraków,"['Airflow', 'Scala', 'MLOps']","['Windows', 'macOS']","['Docker', 'Spark', 'Kubernetes', 'Python', 'AWS']",False
['full-time'],['hybrid work'],"['mid', 'senior']",Poznań,,,"['Python', 'SQL', 'Data Studio', 'Tableau']",False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['Jenkins', 'Docker', 'Python', 'nginx', 'PostgreSQL', 'Linux', 'InfluxDB', 'Ansible', 'Voila', 'Flask', 'DevOps', 'Grafana', 'Python visualization stack', 'Openstack', 'Dash', 'Jupyter', 'Bash', 'git']",False
['full-time'],"['home office work', 'hybrid work']",['senior'],Kraków,,,"['Go', 'C++', 'Kotlin', 'Java', 'Python', 'Android', 'Rust']",False
['full-time'],['hybrid work'],"['junior', 'mid']",Poznań,"['Linux', 'Windows']",,"['Git', 'Java', 'Python', 'Linux', 'SVN', 'C++']",False
['full-time'],"['home office work', 'hybrid work']",['mid'],Warszawa,['Windows'],,"['Cypress', 'Selenium', 'Python', 'Robot Framework', 'SQL']",True
['full-time'],['hybrid work'],['lead'],Kraków,,,"['Python', 'SQL', 'AWS', 'Azure', 'Google Cloud Platform']",False
['full-time'],['hybrid work'],"['senior', 'expert']",Lublin,"['Vue.js', 'Docker', 'GraphQL', 'Angular', 'C++']",,"['s3', 'DynamoDB', 'Git', 'Lambda', 'Java', 'Python', 'AWS']",False
['full-time'],['hybrid work'],['expert'],Poznań,['Azure DevOps'],,"['T-SQL', 'Git', 'Python', 'Jira', 'SQL', 'PostgreSQL']",False
['full-time'],['hybrid work'],"['mid', 'senior']",Kraków,,,"['Confluence', 'PySpark', 'SAS', 'Python', 'Jira', 'SQL']",True
['full-time'],['home office work'],"['mid', 'senior']",Warszawa,['Windows'],,"['PowerShell', 'Python', 'Microsoft Azure', 'AWS', 'Terraform']",True
['full-time'],['hybrid work'],"['senior', 'expert']",Zabierzów (pow. krakowski),['AWS'],,"['Jenkins', 'Docker', 'VMware', 'TypeScript', 'JavaScript', 'Python']",False
['full-time'],['home office work'],"['mid', 'senior']",Kraków,['Linux'],,"['Cypress', 'JavaScript', 'GraphQL', 'Selenium', 'Python', 'JUnit', 'AWS']",False
['full-time'],['home office work'],['mid'],Wrocław,,,"['MySQL', 'Python', 'Redis', 'Elasticsearch', 'PostgreSQL', 'Terraform']",False
['full-time'],['hybrid work'],['mid'],Katowice,['Linux'],,"['Git', 'CI/CD', 'Java', 'Python', 'Ansible']",True
['full-time'],['hybrid work'],"['junior', 'mid']",Poznań,"['PostgreSQL', 'Java']","['Windows', 'Linux']","['Git', 'Python', 'Linux', 'SVN', 'C++']",False
['full-time'],['full office work'],['mid'],Gdańsk,,,"['Abacus', 'Elixir', 'Python', 'Mustache', 'AbacusSql']",False
['full-time'],"['home office work', 'hybrid work']",['senior'],Warszawa,['Linux'],,"['KubeEdge', 'Kubernetes', 'Python', 'Linux', 'Golang']",False
['full-time'],['hybrid work'],['mid'],Kraków,"['Fargate', 'Azure DevOps', 'Kubernetes', 'AWS ECS/EKS']",['Windows'],"['Docker', 'Python', 'Linux', 'AWS', 'Bash']",False
['full-time'],['hybrid work'],['junior'],Kraków,['Linux'],,"['C++', 'JavaScript', 'Java', 'Python', 'C']",False
['full-time'],['hybrid work'],['mid'],Warszawa,"['Node.js', 'Java', 'Kafka']",,"['Bash', 'Python', 'AWS', 'Ansible', 'Terraform']",False
['full-time'],['hybrid work'],['mid'],Gdańsk,['TensorFlow'],,"['Python', 'C++', 'C']",False
['full-time'],"['home office work', 'hybrid work']",['mid'],Wrocław,"['Cassandra', 'PostgreSQL', 'MySQL']",,"['Python', 'React.js', 'JavaScript', 'TypeScript']",True
['full-time'],"['hybrid work', 'full office work']","['mid', 'senior']",Warszawa,['Linux'],,"['Python', 'C++', 'C']",False
['full-time'],"['home office work', 'hybrid work']",['senior'],Kraków,['macOS'],,"['JAMF', 'integration', 'Python', 'networking']",True
['full-time'],['home office work'],['mid'],Wrocław,,,"['Python', 'SQL', 'R', 'Git']",False
['full-time'],['hybrid work'],['trainee'],Warszawa,"['P4', 'Android', 'Git']",['Linux'],"['Python', 'C', 'C++']",False
['full-time'],['hybrid work'],['mid'],Legnica,,,"['Python', 'SQL', 'SAP', 'Git']",False
['part time'],['full office work'],['trainee'],Kraków,,,"['Python', 'VBA', 'Microsoft Excel']",False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['Python', 'PySpark', 'SQL']",True
['full-time'],['hybrid work'],['senior'],Warszawa,"['AWS', 'GCP', 'Azure']",,"['Python', 'Go', 'SQL']",False
['full-time'],['hybrid work'],['mid'],Warszawa,"['Kafka', 'Terraform']",,"['Python', 'Docker', 'AWS']",False
['full-time'],['hybrid work'],"['mid', 'senior']",Kraków,,,"['JavaScript', 'Python', 'Java']",True
['full-time'],['home office work'],"['lead', 'manager']",Warszawa,"['Snowflake Data Cloud', 'Salesforce', 'Tableau']",,"['Python', 'Databricks', 'SQL', 'Looker']",False
['full-time'],['home office work'],"['mid', 'senior']",Warszawa,,,"['Python', 'Go', 'Terraform']",False
['full-time'],"['home office work', 'hybrid work']",['lead'],Warszawa,"['Jenkins', 'VMware', 'Chef', 'Puppet', 'Proxmox', 'AWS', 'oVirt', 'Microsoft Azure', 'Hyper-V', 'Ansible', 'Google Cloud Platform']","['Windows', 'macOS', 'Linux']","['Python', 'Linux', 'Networks', 'Bash']",False
['full-time'],['hybrid work'],['senior'],Wrocław,"['Linux', 'macOS', 'Windows']",,"['Python', 'C++', 'Azure DevOps', 'C']",False
['full-time'],['hybrid work'],['manager'],Kraków,,,"['VBA', 'SAS', 'Python', 'SQL', 'R']",True
['full-time'],"['home office work', 'hybrid work']",['mid'],Wrocław,['Windows'],,"['T-SQL', 'Python', 'Microsoft Azure']",False
['full-time'],['hybrid work'],['mid'],Warszawa,['Windows'],,"['Spark', 'Python', 'SQL', 'XGBoost', 'PyTorch']",False
['full-time'],['hybrid work'],['manager'],Warszawa,,,"['C', 'JavaScript', 'Java', 'Python', 'C++']",False
['full-time'],"['home office work', 'hybrid work', 'full office work']","['mid', 'senior']",Łódź,"['JavaScript', 'Node.js']","['Windows', 'Linux']","['Pandas', 'TensorFlow', 'Python', 'SQL', 'PostgreSQL']",False
['full-time'],['home office work'],['mid'],Warszawa,,,"['PySpark', 'Git', 'GitLab', 'Python', 'Hadoop']",False
['full-time'],['home office work'],"['junior', 'mid']",Warszawa,,,"['Docker', 'Python', 'SQL', 'AWS', 'Terraform']",True
['full-time'],['hybrid work'],['mid'],Gdynia,"['DB2', 'Java', 'Perl', 'JavaScript', 'UML', 'Jira', 'Hibernate']",['Windows'],"['C', 'Git', 'Python', 'SQL', 'C++']",False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['Oracle', 'C++', 'Python', 'PostgreSQL', 'C']",True
['full-time'],['home office work'],['senior'],Kraków,['Windows'],,"['Jenkins', 'GitLab', 'Python', 'AWS', 'Bash']",True
['full-time'],['home office work'],['senior'],Warszawa,"['Oracle', 'IBM', 'ForgeRock', 'CyberArk', 'SailPoint', 'CA']","['Windows', 'Linux']","['Python', 'API', 'Active Directory', 'AWS']",False
['full-time'],['home office work'],"['junior', 'mid']",Warszawa,,,"['Docker', 'Python', 'SQL', 'AWS', 'Terraform']",True
['full-time'],['hybrid work'],['mid'],Gdynia,"['DB2', 'Java', 'Perl', 'JavaScript', 'UML', 'Jira', 'Hibernate']",['Windows'],"['C', 'Git', 'Python', 'SQL', 'C++']",False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['Oracle', 'C++', 'Python', 'PostgreSQL', 'C']",True
['full-time'],['home office work'],['senior'],Kraków,['Windows'],,"['Jenkins', 'GitLab', 'Python', 'AWS', 'Bash']",True
['full-time'],['home office work'],['senior'],Warszawa,"['Oracle', 'IBM', 'ForgeRock', 'CyberArk', 'SailPoint', 'CA']","['Windows', 'Linux']","['Python', 'API', 'Active Directory', 'AWS']",False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['Python', 'SQL', 'Microsoft Power BI']",False
['full-time'],['home office work'],['mid'],Kraków,,,"['Git', 'PowerBI', 'Python', 'SQL', 'R']",True
['full-time'],['hybrid work'],['mid'],Sady (pow. poznański),,,"['Python', 'SQL', 'Google Cloud Platform']",False
['full-time'],"['home office work', 'hybrid work']","['mid', 'senior']",Kraków,['Linux'],,"['AppDynamics', 'Oracle', 'Java', 'Python', 'Splunk', 'SQL', 'Bash']",True
['full-time'],['hybrid work'],"['mid', 'senior']",Warszawa,,,"['Spark', 'Git', 'Python', 'SQL', 'Hadoop', 'Hive']",False
['full-time'],['hybrid work'],['mid'],Kraków,,,"['Google Analytics', 'PowerBI', 'Python', 'SQL', 'R', 'Tableau']",False
['full-time'],['home office work'],"['mid', 'senior']",Gliwice,"['AWS', 'Linux', 'Azure']",,"['Keras', 'Pandas', 'TensorFlow', 'PyTorch', 'NumPy', 'Python', 'C++']",False
['full-time'],"['home office work', 'hybrid work']","['mid', 'senior']",Warszawa,"['Confluence', 'Kafka', 'Jira', 'Kubeflow', 'Ansible']",,"['Spark', 'Maven', 'Java', 'Python', 'SQL', 'Hadoop', 'Hive']",False
['full-time'],['hybrid work'],['mid'],Kraków,['AWS'],,"['Data Studio', 'Python', 'SQL', 'R', 'Tableau']",False
['full-time'],"['home office work', 'hybrid work']",['mid'],Warszawa,"['Jenkins', 'PostgreSQL', 'TypeScript']",['Linux'],"['Node.js', 'Git', 'Python', 'SQL', 'BigQuery']",False
['full-time'],['home office work'],['mid'],Warszawa,,,"['UiPath', 'VB.NET', 'Python', 'C#', 'RPA']",False
['full-time'],['hybrid work'],['lead'],Kraków,,,"['Python', 'SQL', 'Google Cloud Platform']",False
['full-time'],['hybrid work'],"['junior', 'mid']",Poznań,"['PostgreSQL', 'Java']","['Windows', 'Linux']","['Git', 'Python', 'Linux', 'SVN', 'C++']",False
['full-time'],['home office work'],['senior'],Wrocław,['macOS'],,"['AWS', 'Python', 'R', 'SQL']",False
['full-time'],['hybrid work'],['senior'],Warszawa,"['Linux', 'Windows']",,"['Python', 'Git', 'Ansible']",True
['full-time'],['home office work'],['mid'],Gliwice,,,"['Python', 'C', 'C++']",False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['Python', 'SQL', 'PostgreSQL']",False
['full-time'],['home office work'],['mid'],Wrocław,['Windows'],,"['Python', 'R', 'AWS']",False
['full-time'],['hybrid work'],['mid'],Kraków,['Windows'],,"['Python', 'C++', 'C']",False
['full-time'],['hybrid work'],['mid'],Łódź,"['Confluence', 'Robot Framework', 'Xray', 'Selenium', 'Jira', 'ArgoCD']",,"['Python', 'Git', 'Bitbucket', 'Gherkin']",True
['full-time'],"['home office work', 'hybrid work']",['senior'],Lublin,"['VMware', 'Hyper-V']",['Windows'],"['Python', 'Ruby', 'Bash', 'Java']",False
['full-time'],['hybrid work'],"['mid', 'senior']",Warszawa,,,"['REST API', 'Selenium', 'Python', 'Jira', 'Postman']",False
['full-time'],['home office work'],['junior'],Kraków,"['Angular', 'React.js']",,"['Node.js', 'Git', 'HTML', 'Java', 'Python', 'CSS']",False
['full-time'],['hybrid work'],"['mid', 'senior']",Warszawa,"['Certyfikat ISTQB', 'Cucumber.js', 'Kibana']",,"['REST', 'Selenium', 'Python', 'Robot Framework', 'SQL']",False
['full-time'],['hybrid work'],['senior'],Kraków,,,"['Spring Boot', 'Docker', 'Java', 'Kubernetes', 'Python', 'Swagger']",True
['full-time'],['hybrid work'],['mid'],Kraków,,,"['PowerShell', 'Python', 'Splunk', 'Azure DevOps', 'Bash']",True
['full-time'],['home office work'],['mid'],Warszawa,,,"['Python', 'PostgreSQL', 'Pytest', 'Docker']",True
['full-time'],['home office work'],['senior'],Warszawa,,,"['AWS', 'Python', 'Pulumi', 'Terraform']",True
['full-time'],"['hybrid work', 'full office work']",['mid'],Gdańsk,['Windows'],,"['Python', 'JavaScript', 'TypeScript']",False
['full-time'],['home office work'],['senior'],Warszawa,,,"['Python', 'Google Cloud Platform']",False
['full-time'],['home office work'],['mid'],Kraków,,,"['Python', 'SQL', 'R', 'Git']",True
['full-time'],['full office work'],"['senior', 'expert']",Łódź,['Windows'],,"['PHP', 'Python', 'JavaScript', 'SDLC']",False
['full-time'],['hybrid work'],['senior'],Kraków,,,"['Python', 'JavaScript', 'Google Cloud Platform']",False
['full-time'],['hybrid work'],['senior'],Kraków,"['Linux', 'Windows']",,"['Python', 'Linux', 'Google Cloud Platform']",False
['full-time'],['hybrid work'],['mid'],Kraków,,,"['VBA', 'Python', 'Matlab', 'R', 'C++']",True
['full-time'],['home office work'],['senior'],Gdynia,['SQL'],,"['Python', 'Go']",False
['full-time'],['home office work'],['mid'],Wrocław,"['Linux', 'Windows']",,"['Python', 'SQL']",False
['full-time'],['home office work'],['senior'],Warszawa,"['Kafka', 'Docker', 'PubSub', 'Kubernetes', 'Terraform']",,"['Python', 'SQL']",False
['full-time'],['hybrid work'],['senior'],Warszawa,['Linux'],,"['Python', 'SQL']",True
['full-time'],['hybrid work'],['senior'],Kraków,,,"['Python', 'R', 'SAS', 'Matlab']",True
['full-time'],['home office work'],['senior'],Warszawa,['Windows'],,"['Python', 'Django', 'PostgreSQL']",True
"['full-time', 'part time']",['hybrid work'],['trainee'],Warszawa,"['Keras', 'Pandas', 'Caffe', 'scikit-learn', 'NumPy', 'PyTorch', 'Tensorflow']","['Windows', 'Linux']","['Python', 'C++', 'Java']",False
['full-time'],['hybrid work'],['senior'],Warszawa,,,"['Python', 'NOSQL', 'Xray', 'Java']",False
['full-time'],['hybrid work'],['manager'],Warszawa,,,"['Python', 'SQL', 'Git']",False
['full-time'],['home office work'],"['senior', 'expert']",Gdańsk,,,"['Python', 'PySpark', 'SQL', 'Pandas']",False
['full-time'],['hybrid work'],['mid'],Warszawa,"['AWS', 'Airflow', 'Microsoft Azure', 'Google Cloud Platform']",['Windows'],"['Python', 'SQL']",False
['full-time'],['home office work'],['mid'],Warszawa,"['Hadoop', 'Apache Spark', 'Scala', 'Java']",,"['Python', 'Pandas']",True
['full-time'],['hybrid work'],['mid'],Gliwice,"['AWS', 'Docker', 'Microsoft Power BI']",['Windows'],"['Python', 'Pandas']",False
['full-time'],['hybrid work'],"['senior', 'expert']",Kraków,,,"['Python', 'SQL']",True
['full-time'],['full office work'],['mid'],Warszawa,,,"['Python', 'SQL']",False
['full-time'],['hybrid work'],['mid'],Warszawa,['Windows'],,"['Python', 'Jira']",True
['full-time'],['home office work'],['mid'],Warszawa,,,"['Python', 'SQL']",True
['full-time'],"['hybrid work', 'full office work']",['mid'],Warszawa,"['C++', 'HTML', 'JavaScript', 'Rust', 'Bash']",['Linux'],"['Python', 'C']",False
['full-time'],['home office work'],['mid'],Gdynia,,,"['Python', 'SQL', 'R', 'Tableau']",False
['full-time'],['home office work'],"['mid', 'senior']",Warszawa,,,"['Python', 'C#', 'Docker', 'JavaScript']",False
['full-time'],['hybrid work'],['senior'],Katowice,['Windows'],,"['Python', 'SharePoint', 'SQL']",False
['full-time'],['hybrid work'],['mid'],Wrocław,['SQL'],,"['JavaScript', 'Python', 'Java']",False
['full-time'],['hybrid work'],['mid'],Kraków,,,"['AWS', 'Github', 'Python', 'Terraform']",True
['full-time'],['home office work'],"['mid', 'senior']",Warszawa,,,"['Python', 'Go', 'Terraform']",False
['full-time'],"['hybrid work', 'full office work']",['mid'],Wrocław,,,"['Python', 'C++', 'C']",False
['full-time'],"['hybrid work', 'full office work']",['mid'],Kraków,"['Linux', 'Windows']",,"['Bash', 'Splunk', 'Python', 'Qradar']",False
['full-time'],['hybrid work'],['mid'],Łódź,,,"['Python', 'SQL', 'Java']",True
['full-time'],['hybrid work'],['mid'],Warszawa,"['Confluence', 'Jira', 'Java', 'Kafka']",['Windows'],"['Python', 'SQL', 'Scala']",False
['full-time'],['hybrid work'],['mid'],Kraków,"['Ruby', 'Go', 'Java', 'Python', 'Perl', 'Terraform']","['Windows', 'macOS', 'Linux']","['PowerShell', 'Python', 'Linux', 'MacOS', 'Bash', 'Windows Server']",True
['full-time'],"['hybrid work', 'full office work']",['mid'],Warszawa,"['AWS', 'Docker', 'Kubernetes']",['Linux'],"['Git', 'Ansible', 'Python', 'Bash', 'Terraform']",False
['full-time'],['hybrid work'],['mid'],Warszawa,"['AWS', 'R', 'Amazon Machine Learning (ML) Services']",,"['Python', 'Oracle', 'SQL', 'T-SQL']",False
['full-time'],['hybrid work'],"['senior', 'expert']",Warszawa,"['Git', 'Octopus', 'Redis', 'Team City', 'Kafka', 'Mongo DB', 'Microsoft SQL Server', 'JIRA']",['Windows'],"['Kubernetes', 'Numpy', 'Pandas', 'Python', 'AWS']",False
['full-time'],['hybrid work'],['mid'],Warszawa,"['ARM', 'OMX', 'FFmpeg', 'GStreamer', 'RISC-V']",['Linux'],"['Git', 'Python', 'V4L2', 'C++', 'STL']",False
['full-time'],['hybrid work'],['senior'],Kraków,,,"['DataBricks', 'Python', 'SQL', 'Power BI']",False
['full-time'],['home office work'],['senior'],Warszawa,"['NextJS', 'React']",,"['Pandas', 'Python', 'Airflow', 'PostgreSQL', 'Prefect']",True
['full-time'],['home office work'],"['junior', 'mid']",Warszawa,['Linux'],,"['JavaScript', 'Python', 'SQL']",False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['Python', 'SQL', 'R']",False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['AWS', 'PowerShell', 'Python', 'Bash']",False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['Python', 'Gradle', 'Kotlin']",False
['full-time'],['home office work'],['mid'],Gdańsk,,,"['Python', 'SQL', 'AWS']",False
['full-time'],"['home office work', 'hybrid work']",['senior'],Warszawa,"['Jenkins', 'Jfrog', 'Git', 'Artifactory', 'GitHub', 'Linux kernel']",['Linux'],"['Python', 'Linux', 'Bash']",False
['full-time'],['home office work'],['mid'],Wrocław,['AWS'],['macOS'],"['Python', 'SQL']",False
['full-time'],"['home office work', 'hybrid work', 'full office work']","['mid', 'senior']",Warszawa,"['Statistica', 'KNIME', 'SAS', 'Groovy', 'Java', 'RapidMiner', 'IBM Modeller/SPSS', 'R']",,"['Python', 'SQL']",False
['full-time'],['home office work'],['mid'],Kraków,"['Scala', 'C++', 'Java']",['macOS'],"['Python', 'SQL']",False
['full-time'],['hybrid work'],['senior'],Warszawa,['Windows'],,"['Python', 'SQL']",False
['full-time'],['hybrid work'],['mid'],Kraków,['Yocto'],['Linux'],"['Python', 'GitLab']",True
['full-time'],['hybrid work'],"['mid', 'senior']",Warszawa,"['Airflow', 'Terraform', 'Google Cloud Platform']",,"['Python', 'Kubernetes']",False
['full-time'],['hybrid work'],['senior'],Warszawa,,,"['Python', 'Hadoop']",False
['full-time'],['hybrid work'],"['mid', 'senior']",Kraków,,,"['Python', 'SQL']",True
['full-time'],['hybrid work'],['mid'],Warszawa,"['Red Hat', 'Java']","['Windows', 'Linux']","['Python', 'Oracle']",True
['full-time'],['hybrid work'],['mid'],Warszawa,"['SageMaker', 'ElasticSearch', 'Kafka', 'Hashicorp', 'Airflow', 'OpenTelemetry', 'DBT']",,"['Git', 'Python', 'AWS', 'Bamboo', 'Terraform']",False
['full-time'],"['home office work', 'hybrid work', 'full office work']",['trainee'],Wrocław,['Windows'],,"['Python', 'C#', 'SQL', 'PostgreSQL', 'C++']",False
['full-time'],['hybrid work'],['senior'],Warszawa,"['Linux', 'Windows']",,"['Python', 'Ansible']",True
['part time'],['hybrid work'],['trainee'],Warszawa,['AWS'],,"['Python', 'SAS']",False
['full-time'],['hybrid work'],['mid'],Wrocław,['Windows'],,"['Python', 'C#']",False
['full-time'],"['home office work', 'hybrid work', 'full office work']","['mid', 'senior']",Gdańsk,,,"['Python', 'SQL']",False
['full-time'],['hybrid work'],"['senior', 'expert']",Warszawa,,,"['Python', 'SAS']",False
['full-time'],['home office work'],['mid'],Kraków,['macOS'],,"['Python', 'SQL']",False
['full-time'],"['home office work', 'hybrid work']",['senior'],Warszawa,['Linux'],,"['Python', 'C++']",False
"['part time', 'full-time']",['hybrid work'],['junior'],Warszawa,['Windows'],,"['Python', 'R']",True
['full-time'],['home office work'],"['mid', 'senior']",Warszawa,,,['Python'],False
['full-time'],['hybrid work'],['mid'],Kraków,,,['Python'],True
['full-time'],['home office work'],"['mid', 'senior']",Warszawa,"['spaCy', 'PyTorch', 'TensorFlow']",,['Python'],True
['full-time'],['hybrid work'],['lead'],Kraków,"['JavaScript', 'Java', 'Docker', 'Groovy']",['Windows'],"['Python', 'Cypress', 'Spock', 'Groovy']",False
['full-time'],['home office work'],['mid'],Warszawa,"['Splunk', 'Jira']",,"['Python', 'C#', '.NET']",False
['full-time'],['home office work'],['mid'],Warszawa,['Windows'],,"['Python', 'SQL', 'Microsoft Azure']",True
['full-time'],['hybrid work'],"['mid', 'senior']",Warszawa,,,"['Python', 'SQL', 'SAS']",False
['full-time'],['hybrid work'],['mid'],Kraków,,,"['Python', 'ETL', 'C#', '.NET']",False
['full-time'],['home office work'],['mid'],Warszawa,"['Jenkins', 'Git', 'GitLab', 'Docker', 'JetBrains IDEs', 'Jira', 'Terraform', 'Kafka', 'Airflow']",,"['Python', 'SQL', 'Spark']",True
['full-time'],['home office work'],"['senior', 'expert']",Gdańsk,,,"['Python', 'SQL']",False
['full-time'],['hybrid work'],['mid'],Wrocław,['Windows'],,['Python'],True
"['part time', 'full-time']",['home office work'],['junior'],Wrocław,,,"['Python', 'Django', 'Git']",False
['full-time'],"['home office work', 'hybrid work']",['mid'],Gdańsk,"['Databricks', 'Power BI']",,"['Python', 'SQL', 'R']",False
['full-time'],['home office work'],['mid'],Warszawa,"['macOS', 'Windows']",,"['Python', 'Vue.js']",True
['full-time'],['hybrid work'],['junior'],Warszawa,,,"['Python', 'SQL']",False
['full-time'],['hybrid work'],['senior'],Kraków,['Python'],,"['PowerBI', 'Python', 'SQL', 'R', 'Tableau']",False
['full-time'],['hybrid work'],['senior'],Warszawa,"['Kubernetes', 'Docker', 'Snowflake', 'C#', 'PostgreSQL', 'KDB', 'OneTick', 'Java', 'Redshift', 'AWS', 'Airflow', 'Microsoft Azure', 'Microsoft SQL Server', 'Google Cloud Platform']","['Windows', 'Linux']",['Python'],False
['full-time'],['home office work'],['mid'],Warszawa,"['AWS', 'Snowflake Data Cloud', 'Apache Spark', 'Apache Airflow']",,['Python'],False
['full-time'],['home office work'],['mid'],Gdańsk,,,"['Python', 'SQL']",False
['full-time'],['hybrid work'],['manager'],Warszawa,['Windows'],,['Python'],False
['full-time'],['hybrid work'],['mid'],Poznań,"['Jira', 'Git', 'OpenCV', 'TensorFlow']",['Windows'],"['Python', 'C++']",False
['full-time'],['hybrid work'],['mid'],Warszawa,"['Linux', 'Windows']",,"['Python', 'Ansible']",True
['part time'],['hybrid work'],['trainee'],Warszawa,['Windows'],,"['Python', 'SQL']",False
